path,matches_test,matches_train
D:\g2\Dataset\ExternalCosmetics2\images\910031.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910032.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910033.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910034.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910035.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910036.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910037.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910038.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910039.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910040.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910041.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910042.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910043.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910044.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910045.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910046.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910047.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910048.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910049.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910050.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910051.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910052.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910053.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910054.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910055.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910056.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910057.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910058.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910059.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910060.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910061.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910062.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910063.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910064.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910065.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910066.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910067.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910068.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910069.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910070.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910071.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910072.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910073.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910074.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910075.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910076.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910077.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910078.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910079.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910080.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910081.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910082.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910083.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910084.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910085.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910086.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910087.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910088.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910089.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910090.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910091.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910092.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910093.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910094.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910095.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910096.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910097.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910098.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910099.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910100.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910101.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910102.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910103.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910104.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910105.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910106.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910107.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910108.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910109.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910110.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910111.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910112.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910113.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910114.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910115.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910116.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910117.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910118.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910119.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910120.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910121.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910122.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910123.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910124.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910125.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910126.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910127.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910128.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910129.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910130.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910131.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910132.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910133.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910134.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910135.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910136.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910137.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910138.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910139.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910140.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910141.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910142.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910143.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910144.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910145.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910146.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910147.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910148.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910149.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910150.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910151.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910152.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910153.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910154.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910155.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910156.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910157.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910158.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910159.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910160.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910161.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910162.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910163.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910164.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910165.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910166.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910167.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910168.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910169.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910170.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910171.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910172.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910173.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910174.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910175.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910176.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910177.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910178.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910179.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910180.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910181.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910182.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910183.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910184.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910185.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910186.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910187.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910188.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910189.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910190.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910191.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910192.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910193.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910194.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910195.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910196.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910197.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910198.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910199.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910200.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910201.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910202.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910203.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910204.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910205.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910206.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910207.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910208.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910209.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910210.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910211.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910212.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910213.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910214.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910215.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910216.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910217.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910218.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910219.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910220.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910221.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910222.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910223.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910224.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910225.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910226.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910227.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910228.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910229.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910230.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910231.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910232.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910233.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910234.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910235.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910236.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910237.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910238.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910239.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910240.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910241.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910242.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910243.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910244.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910245.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910246.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910247.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910248.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910249.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910250.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910251.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910252.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910253.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910254.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910255.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910256.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910257.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910258.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910259.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910260.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910261.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910262.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910263.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910264.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910265.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910266.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910267.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910268.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910269.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910270.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910271.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910272.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910273.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910274.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910275.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910276.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910277.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910278.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910279.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910280.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910281.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910282.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910283.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910284.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910285.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910286.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910287.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910288.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910289.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910290.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910291.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910292.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910293.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910294.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910295.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910296.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910297.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910298.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910299.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910300.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910301.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910302.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910303.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910304.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910305.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910306.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910307.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910308.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910309.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910310.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910311.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910312.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910313.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910314.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910315.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910316.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910317.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910318.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910319.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910320.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910321.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910322.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910323.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910324.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910325.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910326.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910327.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910328.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910329.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910330.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910331.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910332.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910333.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910334.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910335.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910336.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910337.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910338.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910339.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910340.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910341.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910342.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910343.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910344.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910345.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910346.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910347.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910348.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910349.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910350.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910351.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910352.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910353.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910354.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910355.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910356.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910357.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910358.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910359.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910360.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910361.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910362.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910363.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910364.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910365.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910366.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910367.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910368.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910369.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910370.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910371.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910372.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910373.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910374.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910375.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910376.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910377.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910378.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910379.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910380.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910381.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910382.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910383.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910384.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910385.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910386.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910387.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910388.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910389.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910390.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910391.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910392.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910393.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910394.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910395.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910396.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910397.jpg,False,False
D:\g2\Dataset\ExternalCosmetics2\images\910398.jpg,False,False
