feature_index,importance_mean,importance_std
186,0.00018857870635359542,0.00021802231058409678
1455,0.00018857610591345442,0.00022347061623751018
1289,0.00018823159225257735,0.0004483068704975596
1502,0.00018770815033261612,0.00021884042187380508
579,0.00018754073815695216,0.0006013681593721632
435,0.0001865229858929729,8.959434036442123e-05
537,0.00018616276004745913,0.00038548028019362834
850,0.00018560016600792373,0.0003280401281678815
805,0.00018474492755748972,0.00026863189947590025
825,0.0001843151286095024,0.0002529991296924356
379,0.00018287544647618836,0.00031690677614692916
107,0.00018267297364532586,0.0003583616936527248
403,0.00018182758335971716,0.00023013209641389745
827,0.0001811940011318125,0.00020238784410546264
106,0.00018010242645256913,0.00037933975770571926
349,0.00017900375318832817,0.00026692762372145396
989,0.0001779388295112122,0.00021454229577075242
915,0.00017459800322491836,0.00022834376549292222
86,0.00017426245621540715,4.391456366598036e-05
1799,0.0001742615981659562,0.00028019553192146435
388,0.00017177723060926575,3.713189014726606e-05
600,0.00017040243195701188,0.00010661111559654458
1648,0.0001681383775441886,0.00022070019328049377
1692,0.0001680562317670775,0.0001778611182728261
1852,0.00016788184422734942,0.00031770362401592413
147,0.00016730978978826694,0.00041741891717899786
1306,0.00016720353426395718,0.0002643341828005766
1358,0.0001656340766558878,0.0002054037097991891
24,0.00016472425172749106,0.00026340869047513244
454,0.00016417588715499087,0.0001976501296428609
1851,0.0001634588483884758,0.00027349183400422343
21,0.00016343420718197,0.00028642791793784505
365,0.00016320346398766838,0.00017929517683192497
1117,0.00016278302707509185,0.0004178578103393369
1908,0.00016257948794051735,0.0001659202572166434
51,0.00016116709432588416,0.0001008491743731833
540,0.00016022460581031905,0.0001718946356142986
580,0.00015843772261633915,0.000292331134321913
1101,0.00015839417485748186,0.0002695234889415855
771,0.0001580761279220272,0.00026039045888311607
1501,0.00015762416934579637,0.0003095462468054938
1732,0.00015759577497190258,0.0003299463820621213
371,0.00015756191313215373,0.0002158844148205167
448,0.00015663196832085835,0.00021033991817839964
1761,0.00015560188914628958,0.00020050212861684292
1951,0.00015548459277270332,0.00027639486211312856
373,0.00015448370202929274,0.0003162693041785754
1144,0.0001543276178828934,0.0003340230432210091
201,0.0001530276461771951,0.0002079754689661235
339,0.00015246579854230613,0.000266601422473375
910,0.00015176919522003063,0.00015474472736854615
445,0.00015122877847560667,0.000226597916864816
1119,0.00015013134242820858,0.00014799799249817143
