source,run,arm,target,class,metric,value
transfer_weighted_perclass,C_weighted 52,C_weighted,,Women,val_n,3991
transfer_weighted_perclass,C_weighted 52,C_weighted,,Women,precision,0.8891
transfer_weighted_perclass,C_weighted 52,C_weighted,,Women,recall,0.892
transfer_weighted_perclass,C_weighted 52,C_weighted,,Women,f1,0.8906
transfer_weighted_perclass,D_weighted 52,D_weighted,,Boys,val_n,93
transfer_weighted_perclass,D_weighted 52,D_weighted,,Boys,precision,0.7778
transfer_weighted_perclass,D_weighted 52,D_weighted,,Boys,recall,0.5269
transfer_weighted_perclass,D_weighted 52,D_weighted,,Boys,f1,0.6282
transfer_weighted_perclass,D_weighted 52,D_weighted,,Girls,val_n,62
transfer_weighted_perclass,D_weighted 52,D_weighted,,Girls,precision,0.6667
transfer_weighted_perclass,D_weighted 52,D_weighted,,Girls,recall,0.4516
transfer_weighted_perclass,D_weighted 52,D_weighted,,Girls,f1,0.5385
transfer_weighted_perclass,D_weighted 52,D_weighted,,Men,val_n,3242
transfer_weighted_perclass,D_weighted 52,D_weighted,,Men,precision,0.8866
transfer_weighted_perclass,D_weighted 52,D_weighted,,Men,recall,0.8442
transfer_weighted_perclass,D_weighted 52,D_weighted,,Men,f1,0.8649
transfer_weighted_perclass,D_weighted 52,D_weighted,,Unisex,val_n,161
transfer_weighted_perclass,D_weighted 52,D_weighted,,Unisex,precision,0.1869
transfer_weighted_perclass,D_weighted 52,D_weighted,,Unisex,recall,0.3913
transfer_weighted_perclass,D_weighted 52,D_weighted,,Unisex,f1,0.253
transfer_weighted_perclass,D_weighted 52,D_weighted,,Women,val_n,3991
transfer_weighted_perclass,D_weighted 52,D_weighted,,Women,precision,0.8866
transfer_weighted_perclass,D_weighted 52,D_weighted,,Women,recall,0.893
transfer_weighted_perclass,D_weighted 52,D_weighted,,Women,f1,0.8898
transfer_weighted_perclass,C_weighted 53,C_weighted,,Boys,val_n,93
transfer_weighted_perclass,C_weighted 53,C_weighted,,Boys,precision,0.6714
transfer_weighted_perclass,C_weighted 53,C_weighted,,Boys,recall,0.5054
transfer_weighted_perclass,C_weighted 53,C_weighted,,Boys,f1,0.5767
transfer_weighted_perclass,C_weighted 53,C_weighted,,Girls,val_n,62
transfer_weighted_perclass,C_weighted 53,C_weighted,,Girls,precision,0.4286
transfer_weighted_perclass,C_weighted 53,C_weighted,,Girls,recall,0.3871
transfer_weighted_perclass,C_weighted 53,C_weighted,,Girls,f1,0.4068
transfer_weighted_perclass,C_weighted 53,C_weighted,,Men,val_n,3242
transfer_weighted_perclass,C_weighted 53,C_weighted,,Men,precision,0.9053
transfer_weighted_perclass,C_weighted 53,C_weighted,,Men,recall,0.8137
transfer_weighted_perclass,C_weighted 53,C_weighted,,Men,f1,0.8571
transfer_weighted_perclass,C_weighted 53,C_weighted,,Unisex,val_n,161
transfer_weighted_perclass,C_weighted 53,C_weighted,,Unisex,precision,0.1723
transfer_weighted_perclass,C_weighted 53,C_weighted,,Unisex,recall,0.3789
transfer_weighted_perclass,C_weighted 53,C_weighted,,Unisex,f1,0.2369
transfer_weighted_perclass,C_weighted 53,C_weighted,,Women,val_n,3991
transfer_weighted_perclass,C_weighted 53,C_weighted,,Women,precision,0.8732
transfer_weighted_perclass,C_weighted 53,C_weighted,,Women,recall,0.909
transfer_weighted_perclass,C_weighted 53,C_weighted,,Women,f1,0.8907
transfer_weighted_perclass,D_weighted 53,D_weighted,,Boys,val_n,93
transfer_weighted_perclass,D_weighted 53,D_weighted,,Boys,precision,0.5783
transfer_weighted_perclass,D_weighted 53,D_weighted,,Boys,recall,0.5161
transfer_weighted_perclass,D_weighted 53,D_weighted,,Boys,f1,0.5455
transfer_weighted_perclass,D_weighted 53,D_weighted,,Girls,val_n,62
transfer_weighted_perclass,D_weighted 53,D_weighted,,Girls,precision,0.4255
transfer_weighted_perclass,D_weighted 53,D_weighted,,Girls,recall,0.3226
transfer_weighted_perclass,D_weighted 53,D_weighted,,Girls,f1,0.367
transfer_weighted_perclass,D_weighted 53,D_weighted,,Men,val_n,3242
transfer_weighted_perclass,D_weighted 53,D_weighted,,Men,precision,0.9131
transfer_weighted_perclass,D_weighted 53,D_weighted,,Men,recall,0.8199
transfer_weighted_perclass,D_weighted 53,D_weighted,,Men,f1,0.864
transfer_weighted_perclass,D_weighted 53,D_weighted,,Unisex,val_n,161
transfer_weighted_perclass,D_weighted 53,D_weighted,,Unisex,precision,0.1818
transfer_weighted_perclass,D_weighted 53,D_weighted,,Unisex,recall,0.4224
transfer_weighted_perclass,D_weighted 53,D_weighted,,Unisex,f1,0.2542
transfer_weighted_perclass,D_weighted 53,D_weighted,,Women,val_n,3991
transfer_weighted_perclass,D_weighted 53,D_weighted,,Women,precision,0.8781
transfer_weighted_perclass,D_weighted 53,D_weighted,,Women,recall,0.9095
transfer_weighted_perclass,D_weighted 53,D_weighted,,Women,f1,0.8935
external_party,base 42,base,,,gender macroF1,0.7304
external_party,base 42,base,,,gender acc,0.8693
external_party,base 42,base,,,usage macroF1,0.4454
external_party,base 42,base,,,usage acc,0.8677
external_party,base 42,base,,,F1 Casual,0.9137
external_party,base 42,base,,,F1 Ethnic,0.8508
external_party,base 42,base,,,F1 Formal,0.7592
external_party,base 42,base,,,F1 Home,0.0
external_party,base 42,base,,,F1 Party,0.0
external_party,base 42,base,,,F1 Smart Casual,0.1538
external_party,base 42,base,,,F1 Sports,0.6637
external_party,base 42,base,,,F1 Travel,0.2222
external_party,base 42,base,,,k,1
external_party,base 42,base,,,c,0
external_party,base 42,base,,,PartyFP from Casual,1
external_party,base 42,base,,,extHO recall,0.0
external_party,base 42,base,,,extHO n,41
external_party,base 42,base,,,minutes,9.4
external_party,party 42,party,,,gender macroF1,0.7423
external_party,party 42,party,,,gender acc,0.8873
external_party,party 42,party,,,usage macroF1,0.4769
external_party,party 42,party,,,usage acc,0.8728
external_party,party 42,party,,,F1 Casual,0.9173
external_party,party 42,party,,,F1 Ethnic,0.8519
external_party,party 42,party,,,F1 Formal,0.751
external_party,party 42,party,,,F1 Home,0.0
external_party,party 42,party,,,F1 Party,0.0
external_party,party 42,party,,,F1 Smart Casual,0.125
external_party,party 42,party,,,F1 Sports,0.6699
external_party,party 42,party,,,F1 Travel,0.5
external_party,party 42,party,,,k,3
external_party,party 42,party,,,c,0
external_party,party 42,party,,,PartyFP from Casual,3
external_party,party 42,party,,,extHO recall,0.8537
external_party,party 42,party,,,extHO n,41
external_party,party 42,party,,,minutes,10.2
external_party,party_fixedw 42,party_fixedw,,,gender macroF1,0.7361
external_party,party_fixedw 42,party_fixedw,,,gender acc,0.882
external_party,party_fixedw 42,party_fixedw,,,usage macroF1,0.4647
external_party,party_fixedw 42,party_fixedw,,,usage acc,0.8679
external_party,party_fixedw 42,party_fixedw,,,F1 Casual,0.9138
external_party,party_fixedw 42,party_fixedw,,,F1 Ethnic,0.8503
external_party,party_fixedw 42,party_fixedw,,,F1 Formal,0.7517
external_party,party_fixedw 42,party_fixedw,,,F1 Home,0.0
external_party,party_fixedw 42,party_fixedw,,,F1 Party,0.0
external_party,party_fixedw 42,party_fixedw,,,F1 Smart Casual,0.1429
external_party,party_fixedw 42,party_fixedw,,,F1 Sports,0.6587
external_party,party_fixedw 42,party_fixedw,,,F1 Travel,0.4
external_party,party_fixedw 42,party_fixedw,,,k,11
external_party,party_fixedw 42,party_fixedw,,,c,0
external_party,party_fixedw 42,party_fixedw,,,PartyFP from Casual,10
external_party,party_fixedw 42,party_fixedw,,,extHO recall,0.9756
external_party,party_fixedw 42,party_fixedw,,,extHO n,41
external_party,party_fixedw 42,party_fixedw,,,minutes,10.2
external_party,base 43,base,,,gender macroF1,0.7338
external_party,base 43,base,,,gender acc,0.8799
external_party,base 43,base,,,usage macroF1,0.4882
external_party,base 43,base,,,usage acc,0.8716
external_party,base 43,base,,,F1 Casual,0.9165
external_party,base 43,base,,,F1 Ethnic,0.855
external_party,base 43,base,,,F1 Formal,0.7463
external_party,base 43,base,,,F1 Home,0.0
external_party,base 43,base,,,F1 Party,0.0
external_party,base 43,base,,,F1 Smart Casual,0.1538
external_party,base 43,base,,,F1 Sports,0.6629
external_party,base 43,base,,,F1 Travel,0.5714
external_party,base 43,base,,,k,4
external_party,base 43,base,,,c,0
external_party,base 43,base,,,PartyFP from Casual,3
external_party,base 43,base,,,extHO recall,0.0
external_party,base 43,base,,,extHO n,41
external_party,base 43,base,,,minutes,10.1
external_party,party 43,party,,,gender macroF1,0.7198
external_party,party 43,party,,,gender acc,0.8739
external_party,party 43,party,,,usage macroF1,0.4716
external_party,party 43,party,,,usage acc,0.8657
external_party,party 43,party,,,F1 Casual,0.9137
external_party,party 43,party,,,F1 Ethnic,0.8622
external_party,party 43,party,,,F1 Formal,0.6887
external_party,party 43,party,,,F1 Home,0.0
external_party,party 43,party,,,F1 Party,0.0
external_party,party 43,party,,,F1 Smart Casual,0.1538
external_party,party 43,party,,,F1 Sports,0.6546
external_party,party 43,party,,,F1 Travel,0.5
external_party,party 43,party,,,k,2
external_party,party 43,party,,,c,0
external_party,party 43,party,,,PartyFP from Casual,2
external_party,party 43,party,,,extHO recall,0.878
external_party,party 43,party,,,extHO n,41
external_party,party 43,party,,,minutes,10.2
external_party,party_fixedw 43,party_fixedw,,,gender macroF1,0.733
external_party,party_fixedw 43,party_fixedw,,,gender acc,0.8772
external_party,party_fixedw 43,party_fixedw,,,usage macroF1,0.415
external_party,party_fixedw 43,party_fixedw,,,usage acc,0.8684
external_party,party_fixedw 43,party_fixedw,,,F1 Casual,0.9146
external_party,party_fixedw 43,party_fixedw,,,F1 Ethnic,0.8341
external_party,party_fixedw 43,party_fixedw,,,F1 Formal,0.7418
external_party,party_fixedw 43,party_fixedw,,,F1 Home,0.0
external_party,party_fixedw 43,party_fixedw,,,F1 Party,0.0
external_party,party_fixedw 43,party_fixedw,,,F1 Smart Casual,0.1667
external_party,party_fixedw 43,party_fixedw,,,F1 Sports,0.6629
external_party,party_fixedw 43,party_fixedw,,,F1 Travel,0.0
external_party,party_fixedw 43,party_fixedw,,,k,6
external_party,party_fixedw 43,party_fixedw,,,c,0
external_party,party_fixedw 43,party_fixedw,,,PartyFP from Casual,4
external_party,party_fixedw 43,party_fixedw,,,extHO recall,0.9268
external_party,party_fixedw 43,party_fixedw,,,extHO n,41
external_party,party_fixedw 43,party_fixedw,,,minutes,10.2
external_party,base 44,base,,,gender macroF1,0.7268
external_party,base 44,base,,,gender acc,0.8801
external_party,base 44,base,,,usage macroF1,0.4417
external_party,base 44,base,,,usage acc,0.8732
external_party,base 44,base,,,F1 Casual,0.9169
external_party,base 44,base,,,F1 Ethnic,0.8536
external_party,base 44,base,,,F1 Formal,0.7592
external_party,base 44,base,,,F1 Home,0.0
external_party,base 44,base,,,F1 Party,0.0
external_party,base 44,base,,,F1 Smart Casual,0.3333
external_party,base 44,base,,,F1 Sports,0.6709
external_party,base 44,base,,,F1 Travel,0.0
external_party,base 44,base,,,k,5
external_party,base 44,base,,,c,0
external_party,base 44,base,,,PartyFP from Casual,4
external_party,base 44,base,,,extHO recall,0.0
external_party,base 44,base,,,extHO n,41
external_party,base 44,base,,,minutes,10.1
external_party,party 44,party,,,gender macroF1,0.724
external_party,party 44,party,,,gender acc,0.8786
external_party,party 44,party,,,usage macroF1,0.4475
external_party,party 44,party,,,usage acc,0.8707
external_party,party 44,party,,,F1 Casual,0.9161
external_party,party 44,party,,,F1 Ethnic,0.8585
external_party,party 44,party,,,F1 Formal,0.7371
external_party,party 44,party,,,F1 Home,0.0
external_party,party 44,party,,,F1 Party,0.0
external_party,party 44,party,,,F1 Smart Casual,0.1818
external_party,party 44,party,,,F1 Sports,0.6644
external_party,party 44,party,,,F1 Travel,0.2222
external_party,party 44,party,,,k,3
external_party,party 44,party,,,c,0
external_party,party 44,party,,,PartyFP from Casual,3
external_party,party 44,party,,,extHO recall,0.9024
external_party,party 44,party,,,extHO n,41
external_party,party 44,party,,,minutes,10.2
external_party,party_fixedw 44,party_fixedw,,,gender macroF1,0.7188
external_party,party_fixedw 44,party_fixedw,,,gender acc,0.8763
external_party,party_fixedw 44,party_fixedw,,,usage macroF1,0.4342
external_party,party_fixedw 44,party_fixedw,,,usage acc,0.865
external_party,party_fixedw 44,party_fixedw,,,F1 Casual,0.9118
external_party,party_fixedw 44,party_fixedw,,,F1 Ethnic,0.8564
external_party,party_fixedw 44,party_fixedw,,,F1 Formal,0.7368
external_party,party_fixedw 44,party_fixedw,,,F1 Home,0.0
external_party,party_fixedw 44,party_fixedw,,,F1 Party,0.0
external_party,party_fixedw 44,party_fixedw,,,F1 Smart Casual,0.1333
external_party,party_fixedw 44,party_fixedw,,,F1 Sports,0.653
external_party,party_fixedw 44,party_fixedw,,,F1 Travel,0.1818
external_party,party_fixedw 44,party_fixedw,,,k,6
external_party,party_fixedw 44,party_fixedw,,,c,0
external_party,party_fixedw 44,party_fixedw,,,PartyFP from Casual,6
external_party,party_fixedw 44,party_fixedw,,,extHO recall,0.9268
external_party,party_fixedw 44,party_fixedw,,,extHO n,41
external_party,party_fixedw 44,party_fixedw,,,minutes,10.2
external_catalog,base 42,base,,,gender macroF1,0.7382
external_catalog,base 42,base,,,gender macroF1_inval,0.7382
external_catalog,base 42,base,,,gender acc,0.8808
external_catalog,base 42,base,,,usage macroF1,0.4529
external_catalog,base 42,base,,,usage macroF1_inval,0.5176
external_catalog,base 42,base,,,usage acc,0.8744
external_catalog,base 42,base,,,F1 Casual,0.9181
external_catalog,base 42,base,,,F1 Ethnic,0.8568
external_catalog,base 42,base,,,F1 Formal,0.7545
external_catalog,base 42,base,,,F1 Home,0.0
external_catalog,base 42,base,,,F1 Party,0.0
external_catalog,base 42,base,,,F1 Smart Casual,0.1333
external_catalog,base 42,base,,,F1 Sports,0.6752
external_catalog,base 42,base,,,F1 Travel,0.2857
external_catalog,base 42,base,,,k Party,2
external_catalog,base 42,base,,,c Party,0
external_catalog,base 42,base,,,k Smart Casual,6
external_catalog,base 42,base,,,c Smart Casual,1
external_catalog,base 42,base,,,k Travel,4
external_catalog,base 42,base,,,c Travel,1
external_catalog,base 42,base,,,extHO acc,0.0
external_catalog,base 42,base,,,extHO n,114
external_catalog,base 42,base,,,minutes,9.5
external_catalog,catalog 42,catalog,,,gender macroF1,0.7438
external_catalog,catalog 42,catalog,,,gender macroF1_inval,0.7438
external_catalog,catalog 42,catalog,,,gender acc,0.8834
external_catalog,catalog 42,catalog,,,usage macroF1,0.445
external_catalog,catalog 42,catalog,,,usage macroF1_inval,0.5086
external_catalog,catalog 42,catalog,,,usage acc,0.8741
external_catalog,catalog 42,catalog,,,F1 Casual,0.9176
external_catalog,catalog 42,catalog,,,F1 Ethnic,0.8589
external_catalog,catalog 42,catalog,,,F1 Formal,0.7646
external_catalog,catalog 42,catalog,,,F1 Home,0.0
external_catalog,catalog 42,catalog,,,F1 Party,0.0
external_catalog,catalog 42,catalog,,,F1 Smart Casual,0.1818
external_catalog,catalog 42,catalog,,,F1 Sports,0.6704
external_catalog,catalog 42,catalog,,,F1 Travel,0.1667
external_catalog,catalog 42,catalog,,,k Party,3
external_catalog,catalog 42,catalog,,,c Party,0
external_catalog,catalog 42,catalog,,,k Smart Casual,2
external_catalog,catalog 42,catalog,,,c Smart Casual,1
external_catalog,catalog 42,catalog,,,k Travel,9
external_catalog,catalog 42,catalog,,,c Travel,1
external_catalog,catalog 42,catalog,,,extHO acc,0.9825
external_catalog,catalog 42,catalog,,,extHO n,114
external_catalog,catalog 42,catalog,,,minutes,9.6
external_catalog,base 43,base,,,gender macroF1,0.7329
external_catalog,base 43,base,,,gender macroF1_inval,0.7329
external_catalog,base 43,base,,,gender acc,0.8862
external_catalog,base 43,base,,,usage macroF1,0.4441
external_catalog,base 43,base,,,usage macroF1_inval,0.5076
external_catalog,base 43,base,,,usage acc,0.8525
external_catalog,base 43,base,,,F1 Casual,0.9014
external_catalog,base 43,base,,,F1 Ethnic,0.8261
external_catalog,base 43,base,,,F1 Formal,0.7232
external_catalog,base 43,base,,,F1 Home,0.0
external_catalog,base 43,base,,,F1 Party,0.0
external_catalog,base 43,base,,,F1 Smart Casual,0.1538
external_catalog,base 43,base,,,F1 Sports,0.6627
external_catalog,base 43,base,,,F1 Travel,0.2857
external_catalog,base 43,base,,,k Party,1
external_catalog,base 43,base,,,c Party,0
external_catalog,base 43,base,,,k Smart Casual,17
external_catalog,base 43,base,,,c Smart Casual,2
external_catalog,base 43,base,,,k Travel,4
external_catalog,base 43,base,,,c Travel,1
external_catalog,base 43,base,,,extHO acc,0.0
external_catalog,base 43,base,,,extHO n,114
external_catalog,base 43,base,,,minutes,9.4
external_catalog,catalog 43,catalog,,,gender macroF1,0.7117
external_catalog,catalog 43,catalog,,,gender macroF1_inval,0.7117
external_catalog,catalog 43,catalog,,,gender acc,0.8696
external_catalog,catalog 43,catalog,,,usage macroF1,0.4297
external_catalog,catalog 43,catalog,,,usage macroF1_inval,0.491
external_catalog,catalog 43,catalog,,,usage acc,0.8597
external_catalog,catalog 43,catalog,,,F1 Casual,0.9115
external_catalog,catalog 43,catalog,,,F1 Ethnic,0.8176
external_catalog,catalog 43,catalog,,,F1 Formal,0.6014
external_catalog,catalog 43,catalog,,,F1 Home,0.0
external_catalog,catalog 43,catalog,,,F1 Party,0.0
external_catalog,catalog 43,catalog,,,F1 Smart Casual,0.0
external_catalog,catalog 43,catalog,,,F1 Sports,0.6066
external_catalog,catalog 43,catalog,,,F1 Travel,0.5
external_catalog,catalog 43,catalog,,,k Party,0
external_catalog,catalog 43,catalog,,,c Party,0
external_catalog,catalog 43,catalog,,,k Smart Casual,2
external_catalog,catalog 43,catalog,,,c Smart Casual,0
external_catalog,catalog 43,catalog,,,k Travel,1
external_catalog,catalog 43,catalog,,,c Travel,1
external_catalog,catalog 43,catalog,,,extHO acc,0.9474
external_catalog,catalog 43,catalog,,,extHO n,114
external_catalog,catalog 43,catalog,,,minutes,9.7
external_catalog,base 44,base,,,gender macroF1,0.7283
external_catalog,base 44,base,,,gender macroF1_inval,0.7283
external_catalog,base 44,base,,,gender acc,0.8801
external_catalog,base 44,base,,,usage macroF1,0.4242
external_catalog,base 44,base,,,usage macroF1_inval,0.4848
external_catalog,base 44,base,,,usage acc,0.8737
external_catalog,base 44,base,,,F1 Casual,0.9175
external_catalog,base 44,base,,,F1 Ethnic,0.8632
external_catalog,base 44,base,,,F1 Formal,0.748
external_catalog,base 44,base,,,F1 Home,0.0
external_catalog,base 44,base,,,F1 Party,0.0
external_catalog,base 44,base,,,F1 Smart Casual,0.2
external_catalog,base 44,base,,,F1 Sports,0.665
external_catalog,base 44,base,,,F1 Travel,0.0
external_catalog,base 44,base,,,k Party,4
external_catalog,base 44,base,,,c Party,0
external_catalog,base 44,base,,,k Smart Casual,1
external_catalog,base 44,base,,,c Smart Casual,1
external_catalog,base 44,base,,,k Travel,1
external_catalog,base 44,base,,,c Travel,0
external_catalog,base 44,base,,,extHO acc,0.0
external_catalog,base 44,base,,,extHO n,114
external_catalog,base 44,base,,,minutes,9.6
external_catalog,catalog 44,catalog,,,gender macroF1,0.7289
external_catalog,catalog 44,catalog,,,gender macroF1_inval,0.7289
external_catalog,catalog 44,catalog,,,gender acc,0.8797
external_catalog,catalog 44,catalog,,,usage macroF1,0.4254
external_catalog,catalog 44,catalog,,,usage macroF1_inval,0.4861
external_catalog,catalog 44,catalog,,,usage acc,0.8638
external_catalog,catalog 44,catalog,,,F1 Casual,0.9103
external_catalog,catalog 44,catalog,,,F1 Ethnic,0.8431
external_catalog,catalog 44,catalog,,,F1 Formal,0.75
external_catalog,catalog 44,catalog,,,F1 Home,0.0
external_catalog,catalog 44,catalog,,,F1 Party,0.0
external_catalog,catalog 44,catalog,,,F1 Smart Casual,0.1053
external_catalog,catalog 44,catalog,,,F1 Sports,0.6608
external_catalog,catalog 44,catalog,,,F1 Travel,0.1333
external_catalog,catalog 44,catalog,,,k Party,5
external_catalog,catalog 44,catalog,,,c Party,0
external_catalog,catalog 44,catalog,,,k Smart Casual,10
external_catalog,catalog 44,catalog,,,c Smart Casual,1
external_catalog,catalog 44,catalog,,,k Travel,12
external_catalog,catalog 44,catalog,,,c Travel,1
external_catalog,catalog 44,catalog,,,extHO acc,0.9912
external_catalog,catalog 44,catalog,,,extHO n,114
external_catalog,catalog 44,catalog,,,minutes,10.1
gender_ceiling,,,gender,Boys,train_n,496
gender_ceiling,,,gender,Boys,val_n,93
gender_ceiling,,,gender,Boys,precision,0.5748
gender_ceiling,,,gender,Boys,recall,0.7849
gender_ceiling,,,gender,Boys,f1,0.6636
gender_ceiling,,,gender,Girls,train_n,417
gender_ceiling,,,gender,Girls,val_n,66
gender_ceiling,,,gender,Girls,precision,0.5488
gender_ceiling,,,gender,Girls,recall,0.6818
gender_ceiling,,,gender,Girls,f1,0.6081
gender_ceiling,,,gender,Men,train_n,17459
gender_ceiling,,,gender,Men,val_n,3090
gender_ceiling,,,gender,Men,precision,0.9181
gender_ceiling,,,gender,Men,recall,0.9071
gender_ceiling,,,gender,Men,f1,0.9126
gender_ceiling,,,gender,Unisex,train_n,1750
gender_ceiling,,,gender,Unisex,val_n,305
gender_ceiling,,,gender,Unisex,precision,0.4175
gender_ceiling,,,gender,Unisex,recall,0.7213
gender_ceiling,,,gender,Unisex,f1,0.5288
gender_ceiling,,,gender,Women,train_n,11962
gender_ceiling,,,gender,Women,val_n,2107
gender_ceiling,,,gender,Women,precision,0.9434
gender_ceiling,,,gender,Women,recall,0.8382
gender_ceiling,,,gender,Women,f1,0.8877
gender_ceiling,,,usage,Casual,train_n,24662
gender_ceiling,,,usage,Casual,val_n,4306
gender_ceiling,,,usage,Casual,precision,0.9339
gender_ceiling,,,usage,Casual,recall,0.8957
gender_ceiling,,,usage,Casual,f1,0.9144
gender_ceiling,,,usage,Ethnic,train_n,2182
gender_ceiling,,,usage,Ethnic,val_n,383
gender_ceiling,,,usage,Ethnic,precision,0.8717
gender_ceiling,,,usage,Ethnic,recall,0.8695
gender_ceiling,,,usage,Ethnic,f1,0.8706
gender_ceiling,,,usage,Formal,train_n,1861
gender_ceiling,,,usage,Formal,val_n,343
gender_ceiling,,,usage,Formal,precision,0.7208
gender_ceiling,,,usage,Formal,recall,0.828
gender_ceiling,,,usage,Formal,f1,0.7707
gender_ceiling,,,usage,Home,train_n,1
gender_ceiling,,,usage,Home,val_n,0
gender_ceiling,,,usage,Home,precision,0.0
gender_ceiling,,,usage,Home,recall,0.0
gender_ceiling,,,usage,Home,f1,0.0
gender_ceiling,,,usage,Party,train_n,10
gender_ceiling,,,usage,Party,val_n,3
gender_ceiling,,,usage,Party,precision,0.0
gender_ceiling,,,usage,Party,recall,0.0
gender_ceiling,,,usage,Party,f1,0.0
gender_ceiling,,,usage,Smart Casual,train_n,46
gender_ceiling,,,usage,Smart Casual,val_n,9
gender_ceiling,,,usage,Smart Casual,precision,0.3333
gender_ceiling,,,usage,Smart Casual,recall,0.1111
gender_ceiling,,,usage,Smart Casual,f1,0.1667
gender_ceiling,,,usage,Sports,train_n,3300
gender_ceiling,,,usage,Sports,val_n,614
gender_ceiling,,,usage,Sports,precision,0.5984
gender_ceiling,,,usage,Sports,recall,0.7231
gender_ceiling,,,usage,Sports,f1,0.6549
gender_ceiling,,,usage,Travel,train_n,22
gender_ceiling,,,usage,Travel,val_n,3
gender_ceiling,,,usage,Travel,precision,0.25
gender_ceiling,,,usage,Travel,recall,0.6667
gender_ceiling,,,usage,Travel,f1,0.3636
