timestamp_utc,elapsed_seconds,phase,gpu_index,gpu_uuid,utilization_pct,power_w,memory_used_mib,memory_total_mib,temperature_c
2026-09-11T04:15:35Z,43.246489373999964,cpu:build_image_cache,0,GPU-9b02b7eb-f945-bd0a-8957-8a10589ab428,0.0,27.93,203.0,15360.0,55.0
2026-09-11T04:15:35Z,43.24652309999999,cpu:build_image_cache,1,GPU-e7839d66-5acb-a9a4-b1bc-83bd1fc6f928,0.0,26.46,205.0,15360.0,51.0
2026-09-11T04:15:37Z,45.294674891,cpu:build_image_cache,0,GPU-9b02b7eb-f945-bd0a-8957-8a10589ab428,0.0,27.83,203.0,15360.0,55.0
2026-09-11T04:15:37Z,45.29470727299997,cpu:build_image_cache,1,GPU-e7839d66-5acb-a9a4-b1bc-83bd1fc6f928,0.0,26.46,205.0,15360.0,51.0
2026-09-11T04:15:39Z,47.341530782999996,cpu:build_image_cache,0,GPU-9b02b7eb-f945-bd0a-8957-8a10589ab428,0.0,27.83,203.0,15360.0,55.0
2026-09-11T04:15:39Z,47.34156431299999,cpu:build_image_cache,1,GPU-e7839d66-5acb-a9a4-b1bc-83bd1fc6f928,0.0,26.46,205.0,15360.0,51.0
2026-09-11T04:15:41Z,49.39001330399998,cpu:build_image_cache,0,GPU-9b02b7eb-f945-bd0a-8957-8a10589ab428,0.0,27.93,203.0,15360.0,55.0
2026-09-11T04:15:41Z,49.39006123600001,cpu:build_image_cache,1,GPU-e7839d66-5acb-a9a4-b1bc-83bd1fc6f928,0.0,26.46,205.0,15360.0,51.0
2026-09-11T04:15:43Z,51.43784106300001,cpu:build_image_cache,0,GPU-9b02b7eb-f945-bd0a-8957-8a10589ab428,0.0,27.83,203.0,15360.0,55.0
2026-09-11T04:15:43Z,51.43791315499999,cpu:build_image_cache,1,GPU-e7839d66-5acb-a9a4-b1bc-83bd1fc6f928,0.0,26.46,205.0,15360.0,51.0
2026-09-11T04:15:45Z,53.48603137699996,cpu:build_image_cache,0,GPU-9b02b7eb-f945-bd0a-8957-8a10589ab428,0.0,27.93,203.0,15360.0,56.0
2026-09-11T04:15:45Z,53.486065604999965,cpu:build_image_cache,1,GPU-e7839d66-5acb-a9a4-b1bc-83bd1fc6f928,0.0,26.56,205.0,15360.0,52.0
2026-09-11T04:15:47Z,55.53464180999998,cpu:build_image_cache,0,GPU-9b02b7eb-f945-bd0a-8957-8a10589ab428,0.0,27.93,203.0,15360.0,56.0
2026-09-11T04:15:47Z,55.53467542799996,cpu:build_image_cache,1,GPU-e7839d66-5acb-a9a4-b1bc-83bd1fc6f928,0.0,26.56,205.0,15360.0,52.0
2026-09-11T04:15:50Z,57.58425224999996,cpu:build_image_cache,0,GPU-9b02b7eb-f945-bd0a-8957-8a10589ab428,0.0,28.03,203.0,15360.0,56.0
2026-09-11T04:15:50Z,57.58429031999998,cpu:build_image_cache,1,GPU-e7839d66-5acb-a9a4-b1bc-83bd1fc6f928,0.0,26.56,205.0,15360.0,52.0
2026-09-11T04:15:52Z,59.63330527400001,cpu:build_image_cache,0,GPU-9b02b7eb-f945-bd0a-8957-8a10589ab428,0.0,28.03,203.0,15360.0,56.0
2026-09-11T04:15:52Z,59.633340275999956,cpu:build_image_cache,1,GPU-e7839d66-5acb-a9a4-b1bc-83bd1fc6f928,0.0,26.56,205.0,15360.0,52.0
2026-09-11T04:15:54Z,61.683114270999965,cpu:build_image_cache,0,GPU-9b02b7eb-f945-bd0a-8957-8a10589ab428,0.0,28.03,203.0,15360.0,56.0
2026-09-11T04:15:54Z,61.683149996,cpu:build_image_cache,1,GPU-e7839d66-5acb-a9a4-b1bc-83bd1fc6f928,0.0,26.66,205.0,15360.0,52.0
2026-09-11T04:15:56Z,63.73162449399996,cpu:build_image_cache,0,GPU-9b02b7eb-f945-bd0a-8957-8a10589ab428,0.0,28.03,203.0,15360.0,57.0
2026-09-11T04:15:56Z,63.73165851799996,cpu:build_image_cache,1,GPU-e7839d66-5acb-a9a4-b1bc-83bd1fc6f928,0.0,26.66,205.0,15360.0,53.0
2026-09-11T04:15:58Z,65.780530666,cpu:build_image_cache,0,GPU-9b02b7eb-f945-bd0a-8957-8a10589ab428,0.0,28.13,203.0,15360.0,57.0
2026-09-11T04:15:58Z,65.78058641799998,cpu:build_image_cache,1,GPU-e7839d66-5acb-a9a4-b1bc-83bd1fc6f928,0.0,26.66,205.0,15360.0,53.0
2026-09-11T04:16:00Z,67.83038690299998,cpu:build_image_cache,0,GPU-9b02b7eb-f945-bd0a-8957-8a10589ab428,0.0,28.13,203.0,15360.0,57.0
2026-09-11T04:16:00Z,67.83042209299998,cpu:build_image_cache,1,GPU-e7839d66-5acb-a9a4-b1bc-83bd1fc6f928,0.0,26.66,205.0,15360.0,53.0
2026-09-11T04:16:02Z,69.88160157599998,cpu:build_image_cache,0,GPU-9b02b7eb-f945-bd0a-8957-8a10589ab428,0.0,28.13,203.0,15360.0,57.0
2026-09-11T04:16:02Z,69.88163511599998,cpu:build_image_cache,1,GPU-e7839d66-5acb-a9a4-b1bc-83bd1fc6f928,0.0,26.66,205.0,15360.0,53.0
2026-09-11T04:16:04Z,71.93004830799998,cpu:build_image_cache,0,GPU-9b02b7eb-f945-bd0a-8957-8a10589ab428,0.0,28.23,203.0,15360.0,57.0
2026-09-11T04:16:04Z,71.930096822,cpu:build_image_cache,1,GPU-e7839d66-5acb-a9a4-b1bc-83bd1fc6f928,0.0,26.76,205.0,15360.0,53.0
2026-09-11T04:16:06Z,73.979587332,cpu:build_image_cache,0,GPU-9b02b7eb-f945-bd0a-8957-8a10589ab428,0.0,28.23,203.0,15360.0,57.0
2026-09-11T04:16:06Z,73.97962078,cpu:build_image_cache,1,GPU-e7839d66-5acb-a9a4-b1bc-83bd1fc6f928,0.0,26.76,205.0,15360.0,53.0
2026-09-11T04:16:08Z,76.027064429,cpu:build_image_cache,0,GPU-9b02b7eb-f945-bd0a-8957-8a10589ab428,0.0,28.23,203.0,15360.0,57.0
2026-09-11T04:16:08Z,76.02710518099997,cpu:build_image_cache,1,GPU-e7839d66-5acb-a9a4-b1bc-83bd1fc6f928,0.0,26.76,205.0,15360.0,54.0
2026-09-11T04:16:10Z,78.07512596599997,cpu:build_image_cache,0,GPU-9b02b7eb-f945-bd0a-8957-8a10589ab428,0.0,28.23,203.0,15360.0,58.0
2026-09-11T04:16:10Z,78.075163052,cpu:build_image_cache,1,GPU-e7839d66-5acb-a9a4-b1bc-83bd1fc6f928,0.0,26.76,205.0,15360.0,54.0
2026-09-11T04:16:12Z,80.12316291399998,cpu:build_image_cache,0,GPU-9b02b7eb-f945-bd0a-8957-8a10589ab428,0.0,28.23,203.0,15360.0,58.0
2026-09-11T04:16:12Z,80.12319623799999,cpu:build_image_cache,1,GPU-e7839d66-5acb-a9a4-b1bc-83bd1fc6f928,0.0,26.76,205.0,15360.0,54.0
2026-09-11T04:16:14Z,82.17324269099998,cpu:build_image_cache,0,GPU-9b02b7eb-f945-bd0a-8957-8a10589ab428,0.0,28.32,203.0,15360.0,58.0
2026-09-11T04:16:14Z,82.17327620599997,cpu:build_image_cache,1,GPU-e7839d66-5acb-a9a4-b1bc-83bd1fc6f928,0.0,26.86,205.0,15360.0,54.0
2026-09-11T04:16:16Z,84.22072178100001,cpu:build_image_cache,0,GPU-9b02b7eb-f945-bd0a-8957-8a10589ab428,0.0,28.32,203.0,15360.0,58.0
2026-09-11T04:16:16Z,84.220756677,cpu:build_image_cache,1,GPU-e7839d66-5acb-a9a4-b1bc-83bd1fc6f928,0.0,26.86,205.0,15360.0,54.0
2026-09-11T04:16:18Z,86.26883642299998,cpu:build_image_cache,0,GPU-9b02b7eb-f945-bd0a-8957-8a10589ab428,0.0,28.32,203.0,15360.0,58.0
2026-09-11T04:16:18Z,86.268869774,cpu:build_image_cache,1,GPU-e7839d66-5acb-a9a4-b1bc-83bd1fc6f928,0.0,26.86,205.0,15360.0,54.0
2026-09-11T04:16:20Z,88.316328667,cpu:build_image_cache,0,GPU-9b02b7eb-f945-bd0a-8957-8a10589ab428,0.0,28.42,203.0,15360.0,58.0
2026-09-11T04:16:20Z,88.316362202,cpu:build_image_cache,1,GPU-e7839d66-5acb-a9a4-b1bc-83bd1fc6f928,0.0,26.86,205.0,15360.0,54.0
2026-09-11T04:16:22Z,90.36368039399997,cpu:build_image_cache,0,GPU-9b02b7eb-f945-bd0a-8957-8a10589ab428,0.0,28.32,203.0,15360.0,58.0
2026-09-11T04:16:22Z,90.36371670199998,cpu:build_image_cache,1,GPU-e7839d66-5acb-a9a4-b1bc-83bd1fc6f928,0.0,26.86,205.0,15360.0,55.0
2026-09-11T04:16:24Z,92.411078567,cpu:build_image_cache,0,GPU-9b02b7eb-f945-bd0a-8957-8a10589ab428,0.0,28.42,203.0,15360.0,59.0
2026-09-11T04:16:24Z,92.411111538,cpu:build_image_cache,1,GPU-e7839d66-5acb-a9a4-b1bc-83bd1fc6f928,0.0,26.86,205.0,15360.0,55.0
2026-09-11T04:16:26Z,94.461728198,cpu:build_image_cache,0,GPU-9b02b7eb-f945-bd0a-8957-8a10589ab428,0.0,28.42,203.0,15360.0,59.0
2026-09-11T04:16:26Z,94.46176781399998,cpu:build_image_cache,1,GPU-e7839d66-5acb-a9a4-b1bc-83bd1fc6f928,0.0,26.86,205.0,15360.0,55.0
2026-09-11T04:16:28Z,96.510760748,cpu:build_image_cache,0,GPU-9b02b7eb-f945-bd0a-8957-8a10589ab428,0.0,28.41,203.0,15360.0,59.0
2026-09-11T04:16:28Z,96.51080124099997,cpu:build_image_cache,1,GPU-e7839d66-5acb-a9a4-b1bc-83bd1fc6f928,0.0,26.86,205.0,15360.0,55.0
2026-09-11T04:16:31Z,98.55999854699996,cpu:build_image_cache,0,GPU-9b02b7eb-f945-bd0a-8957-8a10589ab428,0.0,28.42,203.0,15360.0,59.0
2026-09-11T04:16:31Z,98.56008001099997,cpu:build_image_cache,1,GPU-e7839d66-5acb-a9a4-b1bc-83bd1fc6f928,0.0,26.95,205.0,15360.0,55.0
2026-09-11T04:16:33Z,100.60920042199996,cpu:build_image_cache,0,GPU-9b02b7eb-f945-bd0a-8957-8a10589ab428,0.0,28.62,203.0,15360.0,59.0
2026-09-11T04:16:33Z,100.609238748,cpu:build_image_cache,1,GPU-e7839d66-5acb-a9a4-b1bc-83bd1fc6f928,0.0,26.95,205.0,15360.0,55.0
2026-09-11T04:16:35Z,102.65801014799996,cpu:build_image_cache,0,GPU-9b02b7eb-f945-bd0a-8957-8a10589ab428,0.0,28.52,203.0,15360.0,59.0
2026-09-11T04:16:35Z,102.65804488099997,cpu:build_image_cache,1,GPU-e7839d66-5acb-a9a4-b1bc-83bd1fc6f928,0.0,26.86,205.0,15360.0,55.0
